"acci_time","acci_x","acci_y","acci_desc","acci_severity","confidence(serious)","confidence(simple)","prediction(acci_severity)"
2023-04-12,25.27658999,55.31362999,"Vehicle fire while driving",,0.990807674246998,0.009192325753001945,"serious"
2023-04-11,25.19275879,55.53419221,"Vehicle fire while driving",,0.990807674246998,0.009192325753001945,"serious"
2023-04-10,25.11952999,55.36720999,"Vehicle fire while driving",,0.990807674246998,0.009192325753001945,"serious"
2023-04-07,25.16445016,55.26316216,"Vehicle fire while driving",,0.990807674246998,0.009192325753001945,"serious"
2023-04-06,25.13106567,55.25696691,"Vehicle fire while driving",,0.990807674246998,0.009192325753001945,"serious"
2023-03-18,25.08469326,55.21900837,"Vehicle fire while driving",,0.990807674246998,0.009192325753001945,"serious"
2023-03-16,25.23911,55.40430999,"Vehicle fire while driving",,0.990807674246998,0.009192325753001945,"serious"
2023-03-11,25.23156324,55.38905478,"Vehicle fire while driving",,0.990807674246998,0.009192325753001945,"serious"
2023-03-10,25.17309076,55.2413963,"Vehicle fire while driving",,0.990807674246998,0.009192325753001945,"serious"
2024-04-17,25.14057801,55.23785105,"Vehicle fire while driving",,0.990807674246998,0.009192325753001945,"serious"
2024-04-17,0.0,0.0,"Vehicle fire while driving",,0.9227124361517599,0.07728756384824004,"serious"
2024-04-16,25.13547,55.25456,"Vehicle fire while driving",,0.990807674246998,0.009192325753001945,"serious"
2024-04-15,24.94129,55.23057999,"Vehicle fire while driving",,0.990807674246998,0.009192325753001945,"serious"
2024-04-08,25.097223,55.40667001,"Vehicle fire while driving",,0.990807674246998,0.009192325753001945,"serious"
2024-04-06,25.14520999,55.22166,"Vehicle fire while driving",,0.990807674246998,0.009192325753001945,"serious"
2024-04-05,25.23471431,55.41741859,"Vehicle fire while driving",,0.990807674246998,0.009192325753001945,"serious"
2024-04-05,25.16118999,55.26241999,"Vehicle fire while driving",,0.990807674246998,0.009192325753001945,"serious"
2024-04-02,25.27327003,55.35543703,"Vehicle fire while driving",,0.990807674246998,0.009192325753001945,"serious"
2024-03-30,25.06456999,55.33562,"Vehicle fire while driving",,0.990807674246998,0.009192325753001945,"serious"
2024-03-28,25.00612999,55.26451999,"Vehicle fire while driving",,0.990807674246998,0.009192325753001945,"serious"
2024-03-23,25.21915,55.35250999,"Vehicle fire while driving",,0.990807674246998,0.009192325753001945,"serious"
2024-03-22,25.17773,55.55757999,"Vehicle fire while driving",,0.990807674246998,0.009192325753001945,"serious"
2024-03-21,25.18862999,55.2559,"Vehicle fire while driving",,0.990807674246998,0.009192325753001945,"serious"
2024-03-21,25.03969,55.19734,"Vehicle fire while driving",,0.990807674246998,0.009192325753001945,"serious"
2024-03-12,25.23575999,55.40396999,"Vehicle fire while driving",,0.990807674246998,0.009192325753001945,"serious"
2024-03-11,25.05988885,55.23130554,"Vehicle fire while driving",,0.990807674246998,0.009192325753001945,"serious"
2024-03-11,24.95818999,55.13577999,"Vehicle fire while driving",,0.990807674246998,0.009192325753001945,"serious"
2024-03-08,25.26109999,55.33681999,"Vehicle fire while driving",,0.990807674246998,0.009192325753001945,"serious"
