Month,count
March 2024,12358.0
April 2024,10624.0
May 2024,8123.5
June 2024,5623.0
July 2024,8361.0
August 2024,8607.0
September 2024,6838.0
October 2024,7228.0
November 2024,4764.08133394628
December 2024,7338.845118774702
January 2025,12736.385201694195
February 2025,11027.718930788698
March 2025,8528.516629247224
April 2025,6055.855111241322
